ABUNDANCE,BIOMAS,valid_name,SAMPLE_DESC,LATITUDE,LONGITUDE,DAY,MONTH,YEAR
24.1317,0.0332484,"Mesocyclops edax",2013_7_30,46.251200,-89.503400,30,7,2013
106.942,0.0698362,"Mesocyclops edax",2009_7_7,46.251200,-89.503400,7,7,2009
168.5,0.0402667,"Mesocyclops edax",1993_8_26,46.251200,-89.503400,26,8,1993
6,0.0103131,"Mesocyclops edax",1989_7_3,46.251200,-89.503400,3,7,1989
81.5176,0.0667205,"Mesocyclops edax",2008_6_24,46.251200,-89.503400,24,6,2008
7.5,0.0105331,"Mesocyclops edax",1989_5_22,46.251200,-89.503400,22,5,1989
73.9021,0.0548552,"Mesocyclops edax",2013_7_16,46.251200,-89.503400,16,7,2013
40,0.0613352,"Mesocyclops edax",1987_8_10,46.251200,-89.503400,10,8,1987
4,0.00578581,"Mesocyclops edax",1987_9_7,46.251200,-89.503400,7,9,1987
86,0.0372142,"Mesocyclops edax",1995_8_31,46.251200,-89.503400,31,8,1995
125.993,0.17702,"Mesocyclops edax",2007_6_18,46.251200,-89.503400,18,6,2007
12,0.019882,"Mesocyclops edax",1990_6_25,46.251200,-89.503400,25,6,1990
12,0.017874,"Mesocyclops edax",1988_9_4,46.251200,-89.503400,4,9,1988
8,0.00651078,"Mesocyclops edax",1996_9_2,46.251200,-89.503400,2,9,1996
56.2559,0.0210419,"Mesocyclops edax",2009_7_21,46.251200,-89.503400,21,7,2009
209.787,0.105562,"Mesocyclops edax",2010_7_27,46.251200,-89.503400,27,7,2010
52,0.0412925,"Mesocyclops edax",1996_8_19,46.251200,-89.503400,19,8,1996
76.4835,0.0872024,"Mesocyclops edax",2013_7_23,46.251200,-89.503400,23,7,2013
3,0.00985501,"Mesocyclops edax",1985_6_3,46.251200,-89.503400,3,6,1985
14,0.00571609,"Mesocyclops edax",1997_6_23,46.251200,-89.503400,23,6,1997
142.32,0.248701,"Mesocyclops edax",2001_7_2,46.251200,-89.503400,2,7,2001
185.611,0.0658341,"Mesocyclops edax",2001_7_9,46.251200,-89.503400,9,7,2001
59.5,0.0133584,"Mesocyclops edax",1993_8_5,46.251200,-89.503400,5,8,1993
2.5,0.00881746,"Mesocyclops edax",1986_6_23,46.251200,-89.503400,23,6,1986
193.779,0.0469591,"Mesocyclops edax",2009_8_25,46.251200,-89.503400,25,8,2009
41.5714,0.0245397,"Mesocyclops edax",2015_7_21,46.251200,-89.503400,21,7,2015
5.43423,0.00125346,"Mesocyclops edax",2011_5_17,46.251200,-89.503400,17,5,2011
24.9621,0.0313018,"Mesocyclops edax",2007_8_27,46.251200,-89.503400,27,8,2007
3.18878,0.00686986,"Mesocyclops edax",2015_5_26,46.251200,-89.503400,26,5,2015
166.693,0.0379087,"Mesocyclops edax",2010_6_1,46.251200,-89.503400,1,6,2010
9,0.019775,"Mesocyclops edax",1986_8_4,46.251200,-89.503400,4,8,1986
243.644,0.0463623,"Mesocyclops edax",2009_8_18,46.251200,-89.503400,18,8,2009
97.5297,0.120729,"Mesocyclops edax",2001_7_16,46.251200,-89.503400,16,7,2001
20,0.052664,"Mesocyclops edax",1984_6_24,46.251200,-89.503400,24,6,1984
6,0.0102264,"Mesocyclops edax",1991_7_15,46.251200,-89.503400,15,7,1991
2,0.000243569,"Mesocyclops edax",1993_6_17,46.251200,-89.503400,17,6,1993
3,0.00545297,"Mesocyclops edax",1987_8_31,46.251200,-89.503400,31,8,1987
128.996,0.0359097,"Mesocyclops edax",2012_6_26,46.251200,-89.503400,26,6,2012
79.492,0.0546889,"Mesocyclops edax",2015_8_18,46.251200,-89.503400,18,8,2015
27.8271,0.0203331,"Mesocyclops edax",2015_7_14,46.251200,-89.503400,14,7,2015
79,0.0814316,"Mesocyclops edax",1992_8_6,46.251200,-89.503400,6,8,1992
17.1031,0.0131141,"Mesocyclops edax",2015_6_16,46.251200,-89.503400,16,6,2015
46,0.0235426,"Mesocyclops edax",1994_8_4,46.251200,-89.503400,4,8,1994
3,0.00694748,"Mesocyclops edax",1984_6_3,46.251200,-89.503400,3,6,1984
11.3408,0.00249632,"Mesocyclops edax",2009_6_16,46.251200,-89.503400,16,6,2009
44.618,0.0181865,"Mesocyclops edax",2008_7_1,46.251200,-89.503400,1,7,2008
44,0.014976,"Mesocyclops edax",1997_8_11,46.251200,-89.503400,11,8,1997
4,0.0104743,"Mesocyclops edax",1991_6_24,46.251200,-89.503400,24,6,1991
2,0.00304018,"Mesocyclops edax",1990_5_28,46.251200,-89.503400,28,5,1990
93.7458,0.0301113,"Mesocyclops edax",2010_8_3,46.251200,-89.503400,3,8,2010
135.856,0.0619914,"Mesocyclops edax",2015_8_4,46.251200,-89.503400,4,8,2015
134.376,0.114995,"Mesocyclops edax",2014_7_22,46.251200,-89.503400,22,7,2014
99.1281,0.0182295,"Mesocyclops edax",2010_8_10,46.251200,-89.503400,10,8,2010
3,0.00299931,"Mesocyclops edax",1988_8_22,46.251200,-89.503400,22,8,1988
28,0.0341301,"Mesocyclops edax",1990_7_30,46.251200,-89.503400,30,7,1990
2.45802,0.000104737,"Mesocyclops edax",2011_5_31,46.251200,-89.503400,31,5,2011
15,0.0385088,"Mesocyclops edax",1985_8_26,46.251200,-89.503400,26,8,1985
20,0.0102744,"Mesocyclops edax",1985_5_17,46.251200,-89.503400,17,5,1985
150.759,0.0870747,"Mesocyclops edax",2014_8_12,46.251200,-89.503400,12,8,2014
42,0.0636948,"Mesocyclops edax",1997_6_30,46.251200,-89.503400,30,6,1997
119,0.305503,"Mesocyclops edax",1984_7_29,46.251200,-89.503400,29,7,1984
10,0.0151925,"Mesocyclops edax",1991_9_2,46.251200,-89.503400,2,9,1991
22,0.0354262,"Mesocyclops edax",1990_8_13,46.251200,-89.503400,13,8,1990
574.382,0.180077,"Mesocyclops edax",2012_6_12,46.251200,-89.503400,12,6,2012
338.413,0.0870413,"Mesocyclops edax",2012_6_5,46.251200,-89.503400,5,6,2012
92.0477,0.0296978,"Mesocyclops edax",2011_6_22,46.251200,-89.503400,22,6,2011
88,0.0361452,"Mesocyclops edax",1995_9_5,46.251200,-89.503400,5,9,1995
10.4927,0.0081289,"Mesocyclops edax",2010_5_25,46.251200,-89.503400,25,5,2010
56,0.10756,"Mesocyclops edax",1987_7_27,46.251200,-89.503400,27,7,1987
8,0.00197835,"Mesocyclops edax",1997_8_25,46.251200,-89.503400,25,8,1997
208.891,0.0483645,"Mesocyclops edax",2012_8_27,46.251200,-89.503400,27,8,2012
9.64815,0.00193082,"Mesocyclops edax",2011_5_24,46.251200,-89.503400,24,5,2011
3,0.0124298,"Mesocyclops edax",1985_6_10,46.251200,-89.503400,10,6,1985
100,0.143845,"Mesocyclops edax",1997_7_7,46.251200,-89.503400,7,7,1997
66,0.13027,"Mesocyclops edax",1987_8_3,46.251200,-89.503400,3,8,1987
8,0.01147,"Mesocyclops edax",1990_7_16,46.251200,-89.503400,16,7,1990
17,0.0253215,"Mesocyclops edax",1988_6_13,46.251200,-89.503400,13,6,1988
144.348,0.0236049,"Mesocyclops edax",2010_8_17,46.251200,-89.503400,17,8,2010
6,0.0102264,"Mesocyclops edax",1991_8_19,46.251200,-89.503400,19,8,1991
108.571,0.0620939,"Mesocyclops edax",2015_8_11,46.251200,-89.503400,11,8,2015
5.84114,0.0040261,"Mesocyclops edax",2015_8_25,46.251200,-89.503400,25,8,2015
14.1184,0.00931844,"Mesocyclops edax",2015_6_9,46.251200,-89.503400,9,6,2015
58,0.0826677,"Mesocyclops edax",1994_7_7,46.251200,-89.503400,7,7,1994
249.042,0.0711289,"Mesocyclops edax",2010_8_24,46.251200,-89.503400,24,8,2010
116.434,0.0384253,"Mesocyclops edax",2009_7_28,46.251200,-89.503400,28,7,2009
28,0.0300548,"Mesocyclops edax",1998_7_13,46.251200,-89.503400,13,7,1998
86.3139,0.061676,"Mesocyclops edax",2001_7_23,46.251200,-89.503400,23,7,2001
145.242,0.108536,"Mesocyclops edax",2001_8_6,46.251200,-89.503400,6,8,2001
11.5,0.0302818,"Mesocyclops edax",1985_7_29,46.251200,-89.503400,29,7,1985
58,0.0483585,"Mesocyclops edax",1995_7_6,46.251200,-89.503400,6,7,1995
21.7049,0.002966,"Mesocyclops edax",2011_8_10,46.251200,-89.503400,10,8,2011
169.783,0.0521634,"Mesocyclops edax",2012_5_29,46.251200,-89.503400,29,5,2012
186.7,0.204744,"Mesocyclops edax",1994_7_14,46.251200,-89.503400,14,7,1994
66.5111,0.121191,"Mesocyclops edax",2007_6_4,46.251200,-89.503400,4,6,2007
59,0.0628823,"Mesocyclops edax",1984_6_10,46.251200,-89.503400,10,6,1984
20.6683,0.0073307,"Mesocyclops edax",2015_6_30,46.251200,-89.503400,30,6,2015
72,0.0766572,"Mesocyclops edax",1998_7_6,46.251200,-89.503400,6,7,1998
64,0.0376115,"Mesocyclops edax",1998_5_25,46.251200,-89.503400,25,5,1998
28,0.0266189,"Mesocyclops edax",1998_8_3,46.251200,-89.503400,3,8,1998
44,0.0376898,"Mesocyclops edax",1994_5_17,46.251200,-89.503400,17,5,1994
138.016,0.0686924,"Mesocyclops edax",2010_7_20,46.251200,-89.503400,20,7,2010
60,0.0540965,"Mesocyclops edax",1998_7_27,46.251200,-89.503400,27,7,1998
76,0.0264773,"Mesocyclops edax",1995_8_10,46.251200,-89.503400,10,8,1995
76,0.0197627,"Mesocyclops edax",1995_8_17,46.251200,-89.503400,17,8,1995
13,0.0205175,"Mesocyclops edax",1988_6_27,46.251200,-89.503400,27,6,1988
13.8506,0.0141142,"Mesocyclops edax",2013_8_6,46.251200,-89.503400,6,8,2013
8.01182,0.00159846,"Mesocyclops edax",2016_5_31,46.251200,-89.503400,31,5,2016
152,0.0276207,"Mesocyclops edax",1993_9_7,46.251200,-89.503400,7,9,1993
2.5,0.00578957,"Mesocyclops edax",1986_6_9,46.251200,-89.503400,9,6,1986
8,0.016106,"Mesocyclops edax",1991_6_10,46.251200,-89.503400,10,6,1991
1.5,0.00385088,"Mesocyclops edax",1985_5_20,46.251200,-89.503400,20,5,1985
26,0.0738029,"Mesocyclops edax",1985_7_15,46.251200,-89.503400,15,7,1985
189.507,0.137898,"Mesocyclops edax",2001_7_30,46.251200,-89.503400,30,7,2001
222,0.111039,"Mesocyclops edax",1995_7_13,46.251200,-89.503400,13,7,1995
13,0.0242924,"Mesocyclops edax",1987_6_1,46.251200,-89.503400,1,6,1987
32,0.0449411,"Mesocyclops edax",1989_7_17,46.251200,-89.503400,17,7,1989
56,0.0308208,"Mesocyclops edax",1998_8_29,46.251200,-89.503400,29,8,1998
16,0.0341449,"Mesocyclops edax",1999_6_21,46.251200,-89.503400,21,6,1999
124,0.0384943,"Mesocyclops edax",1995_8_24,46.251200,-89.503400,24,8,1995
9.5,0.0263034,"Mesocyclops edax",1985_7_22,46.251200,-89.503400,22,7,1985
15.1521,0.0314383,"Mesocyclops edax",2008_6_10,46.251200,-89.503400,10,6,2008
86.9597,0.0749137,"Mesocyclops edax",2014_7_29,46.251200,-89.503400,29,7,2014
6.5,0.0142819,"Mesocyclops edax",1986_7_28,46.251200,-89.503400,28,7,1986
100.442,0.104943,"Mesocyclops edax",2007_8_6,46.251200,-89.503400,6,8,2007
126.876,0.0269549,"Mesocyclops edax",2015_7_28,46.251200,-89.503400,28,7,2015
92,0.0720071,"Mesocyclops edax",1998_7_20,46.251200,-89.503400,20,7,1998
0.5,0.00109861,"Mesocyclops edax",1986_8_18,46.251200,-89.503400,18,8,1986
12,0.019882,"Mesocyclops edax",1990_8_6,46.251200,-89.503400,6,8,1990
3.5,0.00769027,"Mesocyclops edax",1986_9_1,46.251200,-89.503400,1,9,1986
23.5145,0.0316538,"Mesocyclops edax",2011_8_23,46.251200,-89.503400,23,8,2011
2.95169,0.00365243,"Mesocyclops edax",2016_5_17,46.251200,-89.503400,17,5,2016
161.52,0.0410952,"Mesocyclops edax",2012_6_19,46.251200,-89.503400,19,6,2012
189.84,0.048446,"Mesocyclops edax",2008_8_19,46.251200,-89.503400,19,8,2008
71.3728,0.0356341,"Mesocyclops edax",2011_7_19,46.251200,-89.503400,19,7,2011
6,0.0127495,"Mesocyclops edax",1991_6_17,46.251200,-89.503400,17,6,1991
36,0.0383689,"Mesocyclops edax",1989_7_10,46.251200,-89.503400,10,7,1989
47.1835,0.0414524,"Mesocyclops edax",2013_7_9,46.251200,-89.503400,9,7,2013
43,0.0586212,"Mesocyclops edax",1984_7_8,46.251200,-89.503400,8,7,1984
16.122,0.0211601,"Mesocyclops edax",2007_7_2,46.251200,-89.503400,2,7,2007
32,0.0310725,"Mesocyclops edax",1994_6_9,46.251200,-89.503400,9,6,1994
26,0.0410349,"Mesocyclops edax",1984_8_26,46.251200,-89.503400,26,8,1984
12.985,0.00746468,"Mesocyclops edax",2011_8_30,46.251200,-89.503400,30,8,2011
118.974,0.0337828,"Mesocyclops edax",2012_8_14,46.251200,-89.503400,14,8,2012
60.2208,0.0673718,"Mesocyclops edax",2007_7_9,46.251200,-89.503400,9,7,2007
119,0.147241,"Mesocyclops edax",1992_8_13,46.251200,-89.503400,13,8,1992
20,0.0142378,"Mesocyclops edax",1997_8_4,46.251200,-89.503400,4,8,1997
81.1303,0.0615342,"Mesocyclops edax",2016_6_21,46.251200,-89.503400,21,6,2016
16,0.00990324,"Mesocyclops edax",1994_9_6,46.251200,-89.503400,6,9,1994
54,0.0287439,"Mesocyclops edax",1996_8_5,46.251200,-89.503400,5,8,1996
116.195,0.140128,"Mesocyclops edax",2007_7_30,46.251200,-89.503400,30,7,2007
25.3246,0.0604654,"Mesocyclops edax",2008_5_27,46.251200,-89.503400,27,5,2008
59.3893,0.0707566,"Mesocyclops edax",2009_7_14,46.251200,-89.503400,14,7,2009
94.0451,0.133505,"Mesocyclops edax",2007_6_25,46.251200,-89.503400,25,6,2007
59,0.0804337,"Mesocyclops edax",1984_8_12,46.251200,-89.503400,12,8,1984
74.7857,0.0282478,"Mesocyclops edax",2011_8_16,46.251200,-89.503400,16,8,2011
4.5,0.00595386,"Mesocyclops edax",1988_8_8,46.251200,-89.503400,8,8,1988
10.7421,0.0049422,"Mesocyclops edax",2013_8_20,46.251200,-89.503400,20,8,2013
80.6471,0.0204935,"Mesocyclops edax",2012_7_17,46.251200,-89.503400,17,7,2012
2,0.00340879,"Mesocyclops edax",1991_5_20,46.251200,-89.503400,20,5,1991
50,0.0457716,"Mesocyclops edax",1994_6_2,46.251200,-89.503400,2,6,1994
13.2659,0.00311396,"Mesocyclops edax",2016_6_7,46.251200,-89.503400,7,6,2016
82.2796,0.0580414,"Mesocyclops edax",2014_7_15,46.251200,-89.503400,15,7,2014
66.1946,0.00272354,"Mesocyclops edax",2014_6_3,46.251200,-89.503400,3,6,2014
0.5,0.000934322,"Mesocyclops edax",1988_7_18,46.251200,-89.503400,18,7,1988
6,0.017892,"Mesocyclops edax",1986_7_21,46.251200,-89.503400,21,7,1986
16,0.0185052,"Mesocyclops edax",1994_7_21,46.251200,-89.503400,21,7,1994
28,0.0278049,"Mesocyclops edax",1999_8_2,46.251200,-89.503400,2,8,1999
8,0.00916635,"Mesocyclops edax",1990_8_26,46.251200,-89.503400,26,8,1990
84.6722,0.0209313,"Mesocyclops edax",2012_8_21,46.251200,-89.503400,21,8,2012
14,0.00292433,"Mesocyclops edax",1995_6_8,46.251200,-89.503400,8,6,1995
53.7805,0.0383464,"Mesocyclops edax",2011_7_5,46.251200,-89.503400,5,7,2011
2,0.00158462,"Mesocyclops edax",1988_6_6,46.251200,-89.503400,6,6,1988
285.454,0.0447025,"Mesocyclops edax",2008_8_12,46.251200,-89.503400,12,8,2008
2,0.00924047,"Mesocyclops edax",1997_5_26,46.251200,-89.503400,26,5,1997
93.9068,0.0349066,"Mesocyclops edax",2011_7_26,46.251200,-89.503400,26,7,2011
132.401,0.0352778,"Mesocyclops edax",2014_6_10,46.251200,-89.503400,10,6,2014
92.9082,0.033498,"Mesocyclops edax",2001_8_27,46.251200,-89.503400,27,8,2001
36,0.0406263,"Mesocyclops edax",1998_8_10,46.251200,-89.503400,10,8,1998
59.0147,0.0225708,"Mesocyclops edax",2014_8_19,46.251200,-89.503400,19,8,2014
4,0.0080463,"Mesocyclops edax",1990_6_11,46.251200,-89.503400,11,6,1990
10.8038,0.0136397,"Mesocyclops edax",2013_8_13,46.251200,-89.503400,13,8,2013
42.0173,0.0121343,"Mesocyclops edax",2014_7_1,46.251200,-89.503400,1,7,2014
65.6385,0.0398674,"Mesocyclops edax",2001_8_20,46.251200,-89.503400,20,8,2001
2,0.00523715,"Mesocyclops edax",1991_6_3,46.251200,-89.503400,3,6,1991
44.8837,0.0356587,"Mesocyclops edax",2014_6_17,46.251200,-89.503400,17,6,2014
42.9974,0.0575579,"Mesocyclops edax",2007_6_11,46.251200,-89.503400,11,6,2007
32.5254,0.0125222,"Mesocyclops edax",2016_8_16,46.251200,-89.503400,16,8,2016
4.12171,0.005936,"Mesocyclops edax",2008_6_3,46.251200,-89.503400,3,6,2008
191.804,0.0781009,"Mesocyclops edax",2011_7_12,46.251200,-89.503400,12,7,2011
4.27809,0.00698002,"Mesocyclops edax",2015_6_2,46.251200,-89.503400,2,6,2015
6,0.00475386,"Mesocyclops edax",1988_5_30,46.251200,-89.503400,30,5,1988
16,0.0164719,"Mesocyclops edax",1998_8_17,46.251200,-89.503400,17,8,1998
79,0.10661,"Mesocyclops edax",1992_7_30,46.251200,-89.503400,30,7,1992
8,0.00179628,"Mesocyclops edax",1999_7_19,46.251200,-89.503400,19,7,1999
123.952,0.0725847,"Mesocyclops edax",2010_6_15,46.251200,-89.503400,15,6,2010
70,0.0359603,"Mesocyclops edax",1995_8_3,46.251200,-89.503400,3,8,1995
36,0.0924211,"Mesocyclops edax",1987_7_6,46.251200,-89.503400,6,7,1987
64,0.0565131,"Mesocyclops edax",1996_8_12,46.251200,-89.503400,12,8,1996
97.1871,0.0567216,"Mesocyclops edax",2016_7_26,46.251200,-89.503400,26,7,2016
8,0.0136354,"Mesocyclops edax",1997_7_28,46.251200,-89.503400,28,7,1997
58.8557,0.00338601,"Mesocyclops edax",2014_5_27,46.251200,-89.503400,27,5,2014
158.466,0.0942707,"Mesocyclops edax",2016_8_9,46.251200,-89.503400,9,8,2016
64,0.140622,"Mesocyclops edax",1987_7_13,46.251200,-89.503400,13,7,1987
48,0.0318452,"Mesocyclops edax",1996_7_29,46.251200,-89.503400,29,7,1996
54,0.0328186,"Mesocyclops edax",1995_7_20,46.251200,-89.503400,20,7,1995
4,0.00508068,"Mesocyclops edax",1991_5_27,46.251200,-89.503400,27,5,1991
20.4456,0.00835735,"Mesocyclops edax",2009_5_19,46.251200,-89.503400,19,5,2009
74.121,0.0329291,"Mesocyclops edax",2016_8_2,46.251200,-89.503400,2,8,2016
12,0.00883799,"Mesocyclops edax",1996_5_27,46.251200,-89.503400,27,5,1996
2,0.000762825,"Mesocyclops edax",1996_6_17,46.251200,-89.503400,17,6,1996
13.2,0.022498,"Mesocyclops edax",1993_5_27,46.251200,-89.503400,27,5,1993
1,0.00128371,"Mesocyclops edax",1988_8_15,46.251200,-89.503400,15,8,1988
2,0.00175363,"Mesocyclops edax",1989_9_5,46.251200,-89.503400,5,9,1989
21.0274,0.0415247,"Mesocyclops edax",2007_5_28,46.251200,-89.503400,28,5,2007
2,0.00340879,"Mesocyclops edax",1990_7_2,46.251200,-89.503400,2,7,1990
20,0.0373729,"Mesocyclops edax",1987_8_24,46.251200,-89.503400,24,8,1987
295,0.0342004,"Mesocyclops edax",1993_8_31,46.251200,-89.503400,31,8,1993
100.177,0.025628,"Mesocyclops edax",2011_6_28,46.251200,-89.503400,28,6,2011
3.64426,0.00891277,"Mesocyclops edax",2013_5_21,46.251200,-89.503400,21,5,2013
3,0.00351311,"Mesocyclops edax",1989_7_31,46.251200,-89.503400,31,7,1989
22.7,0.0101814,"Mesocyclops edax",1993_7_22,46.251200,-89.503400,22,7,1993
6,0.00639481,"Mesocyclops edax",1989_6_26,46.251200,-89.503400,26,6,1989
16,0.0187009,"Mesocyclops edax",1996_6_10,46.251200,-89.503400,10,6,1996
16,0.0151279,"Mesocyclops edax",1999_8_16,46.251200,-89.503400,16,8,1999
10,0.0115658,"Mesocyclops edax",1990_8_20,46.251200,-89.503400,20,8,1990
4,0.00668419,"Mesocyclops edax",1984_7_1,46.251200,-89.503400,1,7,1984
44,0.0663029,"Mesocyclops edax",1994_8_11,46.251200,-89.503400,11,8,1994
58.663,0.0226455,"Mesocyclops edax",2009_5_26,46.251200,-89.503400,26,5,2009
38,0.018003,"Mesocyclops edax",1995_6_15,46.251200,-89.503400,15,6,1995
112,0.0382047,"Mesocyclops edax",1993_8_12,46.251200,-89.503400,12,8,1993
35.7372,0.0411127,"Mesocyclops edax",2007_8_20,46.251200,-89.503400,20,8,2007
255.188,0.0627752,"Mesocyclops edax",2012_7_3,46.251200,-89.503400,3,7,2012
99.464,0.0235535,"Mesocyclops edax",2014_7_8,46.251200,-89.503400,8,7,2014
90,0.0433083,"Mesocyclops edax",1995_7_27,46.251200,-89.503400,27,7,1995
16,0.00610778,"Mesocyclops edax",1995_6_1,46.251200,-89.503400,1,6,1995
5,0.0118842,"Mesocyclops edax",1985_8_19,46.251200,-89.503400,19,8,1985
54.522,0.0168198,"Mesocyclops edax",2010_7_6,46.251200,-89.503400,6,7,2010
330.08,0.0800638,"Mesocyclops edax",2012_8_7,46.251200,-89.503400,7,8,2012
178.092,0.0410004,"Mesocyclops edax",2012_7_24,46.251200,-89.503400,24,7,2012
3.5,0.0081054,"Mesocyclops edax",1985_8_12,46.251200,-89.503400,12,8,1985
17.2948,0.0435027,"Mesocyclops edax",2007_5_22,46.251200,-89.503400,22,5,2007
20,0.0286749,"Mesocyclops edax",1990_6_18,46.251200,-89.503400,18,6,1990
52,0.0416495,"Mesocyclops edax",1997_7_14,46.251200,-89.503400,14,7,1997
2,0.00381201,"Mesocyclops edax",1991_7_8,46.251200,-89.503400,8,7,1991
2,0.00340879,"Mesocyclops edax",1991_8_5,46.251200,-89.503400,5,8,1991
17.0007,0.00939414,"Mesocyclops edax",2015_6_23,46.251200,-89.503400,23,6,2015
36,0.0120154,"Mesocyclops edax",1996_8_26,46.251200,-89.503400,26,8,1996
28,0.0401098,"Mesocyclops edax",1991_7_29,46.251200,-89.503400,29,7,1991
59.0755,0.0833205,"Mesocyclops edax",2007_8_13,46.251200,-89.503400,13,8,2007
97.5035,0.0222216,"Mesocyclops edax",2010_6_22,46.251200,-89.503400,22,6,2010
40,0.0789518,"Mesocyclops edax",1984_7_15,46.251200,-89.503400,15,7,1984
4,0.00477174,"Mesocyclops edax",1990_7_9,46.251200,-89.503400,9,7,1990
68,0.0369691,"Mesocyclops edax",1998_8_24,46.251200,-89.503400,24,8,1998
10,0.0055409,"Mesocyclops edax",1987_5_25,46.251200,-89.503400,25,5,1987
8,0.0180983,"Mesocyclops edax",1999_7_5,46.251200,-89.503400,5,7,1999
14,0.0196617,"Mesocyclops edax",1989_7_24,46.251200,-89.503400,24,7,1989
2,0.00405592,"Mesocyclops edax",1988_5_23,46.251200,-89.503400,23,5,1988
176,0.114523,"Mesocyclops edax",1996_7_22,46.251200,-89.503400,22,7,1996
64,0.12086,"Mesocyclops edax",1998_6_1,46.251200,-89.503400,1,6,1998
4,0.00545314,"Mesocyclops edax",1989_6_12,46.251200,-89.503400,12,6,1989
100,0.0997722,"Mesocyclops edax",1998_6_8,46.251200,-89.503400,8,6,1998
12.5,0.0483753,"Mesocyclops edax",1985_6_24,46.251200,-89.503400,24,6,1985
8,0.0137509,"Mesocyclops edax",1984_8_19,46.251200,-89.503400,19,8,1984
127.565,0.0408053,"Mesocyclops edax",2010_6_29,46.251200,-89.503400,29,6,2010
17.5,0.0646711,"Mesocyclops edax",1985_7_1,46.251200,-89.503400,1,7,1985
235.34,0.036396,"Mesocyclops edax",2012_7_10,46.251200,-89.503400,10,7,2012
38.389,0.0284971,"Mesocyclops edax",2016_6_28,46.251200,-89.503400,28,6,2016
8,0.0114599,"Mesocyclops edax",1991_8_12,46.251200,-89.503400,12,8,1991
540.085,0.102726,"Mesocyclops edax",2012_7_30,46.251200,-89.503400,30,7,2012
4,0.0141079,"Mesocyclops edax",1986_6_16,46.251200,-89.503400,16,6,1986
48,0.0769175,"Mesocyclops edax",1998_6_15,46.251200,-89.503400,15,6,1998
8.00312,0.00136982,"Mesocyclops edax",2016_6_14,46.251200,-89.503400,14,6,2016
1,0.00186864,"Mesocyclops edax",1988_8_29,46.251200,-89.503400,29,8,1988
8,0.0152481,"Mesocyclops edax",1999_6_7,46.251200,-89.503400,7,6,1999
24,0.0444964,"Mesocyclops edax",1993_7_8,46.251200,-89.503400,8,7,1993
12,0.00678148,"Mesocyclops edax",1993_7_1,46.251200,-89.503400,1,7,1993
64,0.0865102,"Mesocyclops edax",1998_6_22,46.251200,-89.503400,22,6,1998
52,0.0703366,"Mesocyclops edax",1998_6_29,46.251200,-89.503400,29,6,1998
4.63606,0.00398443,"Mesocyclops edax",2008_5_20,46.251200,-89.503400,20,5,2008
20,0.00369951,"Mesocyclops edax",1993_8_19,46.251200,-89.503400,19,8,1993
4,0.00631307,"Mesocyclops edax",1989_6_19,46.251200,-89.503400,19,6,1989
7,0.00926155,"Mesocyclops edax",1989_5_19,46.251200,-89.503400,19,5,1989
104,0.0315271,"Orthocyclops modestus",1996_6_24,46.251200,-89.503400,24,6,1996
104,0.0311518,"Orthocyclops modestus",1999_8_29,46.251200,-89.503400,29,8,1999
153,0.0575969,"Orthocyclops modestus",1993_5_20,46.251200,-89.503400,20,5,1993
574,0.0833769,"Orthocyclops modestus",1992_6_18,46.251200,-89.503400,18,6,1992
218,0.0970317,"Orthocyclops modestus",1984_6_24,46.251200,-89.503400,24,6,1984
39.6,0.00816987,"Orthocyclops modestus",1993_6_10,46.251200,-89.503400,10,6,1993
53,0.0169767,"Orthocyclops modestus",1987_6_22,46.251200,-89.503400,22,6,1987
158.5,0.0347983,"Orthocyclops modestus",1987_8_17,46.251200,-89.503400,17,8,1987
138.5,0.0478603,"Orthocyclops modestus",1991_7_1,46.251200,-89.503400,1,7,1991
237,0.0968308,"Orthocyclops modestus",1984_7_22,46.251200,-89.503400,22,7,1984
312,0.0682506,"Orthocyclops modestus",1994_8_25,46.251200,-89.503400,25,8,1994
20,0.0102041,"Orthocyclops modestus",1986_6_23,46.251200,-89.503400,23,6,1986
119,0.0614977,"Orthocyclops modestus",1992_7_30,46.251200,-89.503400,30,7,1992
53,0.0107964,"Orthocyclops modestus",1987_8_3,46.251200,-89.503400,3,8,1987
492,0.130938,"Orthocyclops modestus",1994_8_18,46.251200,-89.503400,18,8,1994
205.9,0.0649103,"Orthocyclops modestus",1994_9_1,46.251200,-89.503400,1,9,1994
12,0.00653825,"Orthocyclops modestus",1990_6_4,46.251200,-89.503400,4,6,1990
198,0.0881297,"Orthocyclops modestus",1984_8_5,46.251200,-89.503400,5,8,1984
30,0.0115583,"Orthocyclops modestus",1985_5_27,46.251200,-89.503400,27,5,1985
59.5,0.031997,"Orthocyclops modestus",1985_9_2,46.251200,-89.503400,2,9,1985
145,0.0682211,"Orthocyclops modestus",1984_7_29,46.251200,-89.503400,29,7,1984
112,0.0343879,"Orthocyclops modestus",1998_8_29,46.251200,-89.503400,29,8,1998
20,0.0161807,"Orthocyclops modestus",1987_6_8,46.251200,-89.503400,8,6,1987
15.9,0.00426143,"Orthocyclops modestus",1993_6_24,46.251200,-89.503400,24,6,1993
54,0.0195579,"Orthocyclops modestus",1997_6_30,46.251200,-89.503400,30,6,1997
8,0.00213017,"Orthocyclops modestus",1997_6_16,46.251200,-89.503400,16,6,1997
50,0.0241756,"Orthocyclops modestus",1985_7_15,46.251200,-89.503400,15,7,1985
